study	Stephan Comments	platform	location	rundate	fhet-th	hwe-th-ca	hwe-th-co	la1000_fifi:	la1000_postqc:	la1000_preqc:	lambda_fifi	lambda_postqc	lambda_preqc	lmiss-th	midi-th	miss-th	ncases_postqc	ncases_preqc	ncontrols_postqc	ncontrols_preqc	ngenotypes_postqc	nidex_fhet	nidex_fhet_cases	nidex_fhet_controls	nidex_miss	nidex_miss_cases	nidex_miss_controls	nidex_miss_hafi_noex	nidex_sexcheck_ex	nidex_sexcheck_undefined_ped	nidex_sexcheck_undefined_snp	nidex_sexcheck_warni	nnopt_postqc	nnopt_preqc	nobs_fifi_maf02:	nobs_postqc_maf02:	nobs_preqc_maf02:	nsnpex_hwe-ca	nsnpex_hwe-co	nsnpex_midi	nsnpex_miss	nsnpex_mono	nsnpex_prefilter	nsnpex_prekno	nsnpex_prekno_autosomes	nsnpin_prekno	nsnps_postqc	nsnps_preqc	p_imiss_caco_fifi	p_imiss_caco_postqc	p_imiss_caco_preqc	withpna
bip_ucla_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc	Sun_Sep_28_13:04:46_2014	0.2	-10	-6	1.040	1.040	1.046	1.027	1.027	1.031	0.02	0.02	0.02	679	681	665	665	869588160	0	0	0	0	0	0	0	2	0	0	0	0	0	603963	603671	603987	0	8	293	25	7027	0	0	0	0	647015	654367	0	0	0	0
ano_angi1_mix_dc		GSAA	/psych/genetics_data/projects/pgc/qc/angi1/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.060	1.060	1.065	1.124	1.123	1.135	0.02	0.02	0.02	2116	2124	2002	2017	2493041318	19	6	13	0	0	0	0	4	0	5	5	0	0	429223	428005	441208	769	1912	67	6850	62567	9295	2	2	0	605401	686111	0.37	0.38	8e-04	0
bip_ume2_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc/reqc_umea_rom2_swea/qc	Tue_Sep_30_09:26:50_2014	0.2	-10	-6	1.330	1.330	1.333	1.263	1.263	1.266	0.02	0.02	0.02	580	580	1277	1278	1184127192	0	0	0	1	0	1	19	0	0	4	4	0	0	601426	600246	636717	45	676	604	23751	51808	16073	0	0	0	637656	730525	1.7e-10	5.8e-10	6.3e-09	0
bip_ume3_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc/reqc_umea_match/qc	Tue_Sep_30_10:20:19_2014	0.2	-10	-6	1.069	1.069	1.073	1.047	1.047	1.050	0.02	0.02	0.02	512	512	1020	1021	973869420	0	0	0	1	0	1	15	0	0	3	3	0	0	601062	600020	637453	28	514	621	24457	52786	16501	2	2	0	635685	730525	1.6e-07	1.6e-07	1.9e-07	0
ano_angi2_mix_dc		GSAA	/psych/genetics_data/projects/pgc/qc/angi2/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.039	1.039	1.038	1.081	1.080	1.079	0.02	0.02	0.02	2119	2123	2016	2018	2499413155	2	2	0	0	0	0	0	4	0	3	3	0	0	430843	429757	440298	739	1605	63	6258	65639	8070	0	0	0	604453	686111	0.81	0.71	0.51	0
bip_umea_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc	Sun_Sep_28_13:04:46_2014	0.2	-10	-6	1.392	1.391	1.370	1.325	1.324	1.320	0.02	0.02	0.02	592	618	1381	1440	1258422806	16	6	10	76	21	55	97	22	0	14	14	0	0	601447	600249	638228	46	717	576	18533	51681	21233	0	0	0	637822	730525	1e-09	1.3e-09	2.9e-08	0
ano_angi3_mix_dc		GSAA	/psych/genetics_data/projects/pgc/qc/angi3/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.960	1.938	1.993	2.060	2.035	2.104	0.02	0.02	0.02	2053	2056	755	762	1703855088	6	1	5	0	0	0	0	4	0	4	4	0	0	435607	432426	449267	965	2429	693	6931	58597	10282	43	39	0	606786	686111	0.12	0.15	0.23	0
ano_angi4_mix_dc		GSAA	/psych/genetics_data/projects/pgc/qc/angi4/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.832	1.812	1.824	1.923	1.901	1.917	0.02	0.02	0.02	2051	2054	760	763	1711744395	0	0	0	0	0	0	0	6	2	3	5	0	0	438192	434805	449390	1084	2549	675	6488	57618	9311	48	41	0	608945	686111	0.52	0.64	0.2	0
bpd_bom3_eur_sr	x	PSYC	/psych/genetics_data/ripke/pgc/special_requests/Frank_bpd/qc/qc/qc	Tue_Aug_18_13:15:01_2015	0.2	-10	-6	1.230	1.230	1.230	1.300	1.300	1.300	0.02	0.02	0.02	1164	1164	1486	1487	1038055350	0	0	0	1	0	1	1	0	391	1	392	0	0	290150	290126	290161	0	5	26	0	271	0	0	0	0	391719	392021	1.2e-15	1.8e-15	1.1e-15	0
bip_dali1_mix_dc		GSAA	/psych/genetics_data/projects/pgc/qc/dali1/qc_dir/qc	Mon_Nov__5_09:03:42_2018	0.2	1e-10	1e-06	1.060	1.059	1.077	1.046	1.045	1.060	0.02	0.02	0.02	1216	1236	558	564	1014247246	0	0	0	0	0	0	0	26	32	2	34	0	0	423828	422754	439431	422	330	720	9014	93062	11104	6	6	0	571729	686111	0.00023	0.00083	2e-14	0
can_tcg7_eur_sr	x	A6.0	/psych/genetics_data/ripke/cancer/tcga/preimp_0814b/qc	Mon_Aug_25_09:25:21_2014	0.2	-10	-6	1.019	1.011	1.030	1.061	1.034	1.099	0.02	0.02	0.02	3213	3310	3177	3297	4983957180	64	22	29	300	86	112	338	23	2050	128	2178	2563	2672	762745	677343	795322	42455	89532	0	24938	294	8989	0	0	0	779962	906596	0.16	0.11	0.03	0
dum_1kge_eur_sr	x	SEQ1	/psych/genetics_data/ripke/pgc/dummy/qc	Wed_Aug_12_11:10:11_2015	0.2	-10	-6	3.368	3.352	3.368	1.433	1.430	1.433	0.02	0.02	0.02	225	225	154	154	190792769	0	0	0	0	0	0	0	0	0	0	0	0	0	504540	503330	504540	775	1070	0	0	0	0	0	0	0	503411	504621	1	1	1	0
dum_ceu3_eur_sr	x	SEQ1	/psych/genetics_data/ripke/pgc/dummy/preimp01/qc	Wed_Aug_12_17:22:24_2015	0.2	-10	-6	3.357	3.357	3.357	1.431	1.431	1.431	0.02	0.02	0.02	225	225	154	154	174011028	0	0	0	0	0	0	0	0	0	0	0	0	0	485172	459052	504536	740	1008	25027	19366	0	0	0	0	0	459132	504621	0.76	0	0.86	0
scz_russ1_eur_vt		GSAA	/psych/ripke/vasa/pgc3/Russia_SCZ_GSA/qc1/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.112	1.112	1.119	1.053	1.053	1.060	0.02	0.02	0.02	468	505	475	503	451166091	3	2	1	9	6	3	1008	57	0	2	2	0	0	412189	411299	418192	155	792	479	7304	69129	23447	0	0	0	478437	642824	2e-04	0.00014	0	0
bip_bmpo_eur_sr		I317	/psych/genetics_data/ripke/pgc/bip/boma_w2/preimp/qc	Mon_Jan_19_09:52:20_2015	0.2	-10	-6	1.189	1.189	1.186	1.097	1.097	1.096	0.02	0.02	0.02	410	411	689	689	295920037	0	0	0	0	0	0	0	1	1	2	3	0	0	268628	268452	268628	0	0	176	0	0	0	0	0	0	269263	269439	0	0	0	0
img_mor1_eur_sr	x	PSYC	/psych/genetics_data/ripke/pgc/special_requests/Moods_relatives/qc	Thu_May__7_03:54:06_2015	0.2		-6							0.02	0.02	0.02	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	245	247					195		5650		2954				579655	588454				0
mdd_egc3_eur_sr		I317	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.040	1.040	1.037	1.015	1.015	1.014	0.02	0.02	0.02	229	230	1102	1105	418504999	0	0	0	4	1	3	4	0	0	0	0	0	0	313221	313074	318938	0	1	148	5590	0	152	0	0	0	314429	320320	0.83	0.89	0.63	0
mdd_cof2_eur_sr	x	PSYC	/psych/genetics_data/ripke/pgc/mdd/single_uploads/baune_CoFaMS/qc/qc	Wed_Apr_22_10:22:37_2015	0.2	-10	-6	1.040	1.040	1.040	1.005	1.005	1.005	0.02	0.02	0.02	122	122	127	127	82535532	0	0	0	0	0	0	0	0	0	0	0	0	0	282963	282895	283040	0	0	105	121	14527	0	0	0	0	331468	346209	0.049	0.13	0.035	0
mdd_col2_eur_sr	x	A5.0	/psych/genetics_data/ripke/pgc/mdd/preimp_colaus.0914b/qc	Thu_Sep_25_10:48:27_2014	0.2	-10	-6	0.993	0.993	1.006	0.997	0.997	1.005	0.02	0.02	0.02	360	558	629	1550	358158438	0	0	0	136	50	86	381	1037	0	20	20	0	0	313527	313091	387606	0	0	527	51859	15571	30802	0	0	0	362142	460885	0.77	0.81	0.0011	0
mdd_col2_eur_sr	x	A5.0	/psych/genetics_data/ripke/pgc/mdd/preimp_colaus.0914b/qc	Fri_Oct__3_11:27:58_2014	0.2	-10	-6	0.993	0.993	1.006	0.997	0.997	1.005	0.02	0.02	0.02	360	558	629	1550	358158438	0	0	0	136	50	86	381	1037	0	20	20	0	0	313527	313091	387606	0	0	527	51859	15571	30802	0	0	0	362142	460885	0.77	0.81	0.0011	0
mdd_col3_eur_sr	x	A5.0	/psych/genetics_data/ripke/pgc/mdd/preimp_colaus.0914b/qc	Thu_Sep_25_10:48:27_2014	0.2	-10	-6	0.997	0.997	1.006	0.998	0.998	1.005	0.02	0.02	0.02	508	558	1464	1550	735867576	0	0	0	136	50	86	379	0	0	0	0	0	0	316241	316136	387437	0	2	121	49331	7193	30617	0	0	0	373158	460420	0.0065	0.0072	0.00086	0
mdd_munc_eur_sr		I317	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.031	1.028	1.043	1.014	1.013	1.020	0.02	0.02	0.02	403	408	530	539	288299799	0	0	0	2	2	0	2	12	0	1	1	0	0	310415	308416	316841	11	63	1947	5112	71	1312	0	0	0	309003	317503	0.00039	0.003	2.4e-07	0
mdd_edi1_eur_sr	x	A6.0	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.080	1.077	1.086	1.026	1.025	1.028	0.02	0.02	0.02	372	373	287	287	406408595	0	0	0	0	0	0	0	1	0	0	0	0	0	607029	604453	607392	0	0	2627	370	0	3	14	14	0	616705	619705	9.3e-13	7.2e-11	2.1e-12	0
mdd_qi3c_eur_sr		I317	/psych/genetics_data/ripke/pgc/mdd/single_uploads/qimr_0415/qc	Mon_Apr_13_09:39:27_2015	0.2	1e-10	1e-06	0.999	0.999	1.004	0.999	0.999	1.003	0.02	0.02	0.02	864	873	579	590	419946189	0	0	0	20	9	11	20	0	0	0	0	0	0	290972	290775	291966	0	0	198	986	0	2	0	0	0	291023	292209	0.00016	0.00012	0.00026	0
mdd_qii3_eur_sr		I317	/psych/genetics_data/ripke/pgc/mdd/single_uploads/qimr_0914/preimp/qc	Fri_Sep_19_06:12:57_2014	0.2	-10	-6	1.000	1.000	1.001	1.000	1.000	1.001	0.02	0.02	0.02	771	773	723	726	114042996	0	0	0	5	2	3	664	0	0	0	0	0	0	76310	76309	293391	0	0	1	1396	0	215999	0	0	0	76334	293730	0.22	0.22	0	0
pan_gcm3_eur_sa		I317	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2	-10	-6	1.107	1.103	1.107	1.031	1.030	1.031	0.02	0.02	0.02	214	214	451	451	198560355	0	0	0	0	0	0	0	0	0	0	0	0	0	299528	298204	299528	0	0	1324	0	0	0	0	0	0	298587	299911	0.002	0.00042	0.002	0
bas_ger1_eur_sr		I550	/psych/genetics_data/ripke/pgc/cdg/bip_scz/0215a/bip_vs_scz/preimp/qc	Sat_Jun_20_07:52:32_2015	0.2	-10	-6	1.044	1.044	1.044	1.063	1.063	1.063	0.02	0.02	0.02	1847	1847	1165	1165	1259919600	0	0	0	0	0	0	0	0	0	0	0	0	0	417306	417305	417306	0	1	0	0	0	0	0	0	0	418300	418301	8.4e-08	8.4e-08	8.4e-08	0
mdd_gain_eur_sr	x	P600	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.066	1.066	1.070	1.117	1.117	1.127	0.02	0.02	0.02	1758	1821	1769	1822	1366726608	1	1	0	113	61	52	3643	2	0	6	6	0	0	383441	382242	553335	630	1176	0	56506	674	153267	0	0	0	387504	599156	0.32	0.37	0.69	0
bas_usi3_eur_sr		I550	/psych/genetics_data/ripke/pgc/cdg/bip_scz/0215a/bip_vs_scz/preimp/qc/usi1_outex/qc	Tue_Jul__7_11:19:08_2015	0.2	-10	-6	1.049	1.049	1.049	1.058	1.058	1.058	0.02	0.02	0.02	1029	1029	1383	1383	1074355452	0	0	0	0	0	0	0	0	0	0	0	0	0	442070	442062	442070	0	0	8	0	0	0	0	0	0	445421	445429	0	0	0	0
bip_bmg3_eur_sr		I550	/psych/genetics_data/ripke/pgc/bip/boma_w2/preimp/qc	Mon_Jan_19_09:52:20_2015	0.2	-10	-6	1.075	1.075	1.073	1.047	1.047	1.046	0.02	0.02	0.02	490	490	880	880	625647490	0	0	0	0	0	0	861	0	0	0	0	0	0	455406	455328	471592	0	9	69	3	0	16469	0	0	0	456677	473227	0	0	0	0
mdd_gep2_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/merge_genpod_0914/preimp/nosex/qc	Thu_Sep_18_14:20:14_2014	0.2	-10	-6	1.213	1.208	1.150	1.183	1.179	1.131	0.02	0.02	0.02	506	512	2852	2930	1731374726	3	3	0	84	6	78	590	0	0	0	0	0	0	510720	506956	523445	38	762	3126	540	10	13464	113	113	0	515597	533428	0	6.8e-08	0	0
mdd_gep2_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/merge_genpod_0914b/preimp/qc	Fri_Sep_19_06:09:27_2014	0.2	-10	-6	1.050	1.045	0.987	1.041	1.037	0.989	0.02	0.02	0.02	482	482	2852	2930	1699396478	0	0	0	78	0	78	560	0	0	0	0	0	0	510750	506966	523445	17	762	3132	512	0	12466	2	2	0	509717	526499	0	1.3e-09	0	0
bip_bonn_eur_sr		I550	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave1/preimp_part1/qc	Sun_Sep_28_11:49:51_2014	0.2	-10	-6	1.084	1.084	1.084	1.075	1.075	1.075	0.02	0.02	0.02	675	682	1298	1300	985501662	0	0	0	9	7	2	9	0	0	0	0	0	0	495309	495309	495329	0	0	0	0	0	0	0	0	0	499494	499494	1.5e-11	1.5e-11	3.9e-11	0
mdd_gepw_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/merge_genpod_0914/preimp/qc	Thu_Sep_18_06:54:18_2014	0.2	-10	-6	1.194	1.187	1.150	1.114	1.110	1.131	0.02	0.02	0.02	328	512	2852	2930	1640116800	3	3	0	84	6	78	590	180	2934	80	3014	0	0	510985	507103	523460	16	764	3235	287	18	13464	141	141	0	515760	533443	0	1.1e-06	0	0
mdd_gepw_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/preimp_wave2/merge_genpod_0914/preimp/qc	Thu_Sep_18_14:18:42_2014	0.2	-10	-6	1.194	1.187	1.150	1.114	1.110	1.131	0.02	0.02	0.02	328	512	2852	2930	1640116800	3	3	0	84	6	78	590	180	2934	80	3014	0	0	510985	507103	523460	16	764	3235	287	18	13464	141	141	0	515760	533443	0	1.1e-06	0	0
mdd_ger1_eur_sr	x	AXIO	/psych/genetics_data/ripke/pgc/mdd/single_uploads/gera/eur/preimp_depress/qc	Fri_Jul_24_05:40:02_2015	0.2	-10	-6	1.012	1.012	1.011	1.066	1.066	1.065	0.02	0.02	0.02	7177	7286	4775	4859	7545560544	1	1	0	192	108	84	322	0	5	4	9	0	0	596042	592192	624308	3095	3610	0	22033	1223	11672	0	0	0	631322	670176	0.3	0.31	0.26	0
mdd_ger2_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.048	1.048	1.048	1.052	1.052	1.052	0.02	0.02	0.02	1302	1302	944	944	1661289836	0	0	0	0	0	0	0	0	0	0	0	0	0	720964	720898	720964	24	56	0	0	0	0	0	0	0	739666	739732	0.13	0.12	0.13	0
bip_gsk1_eur_sr		I550	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave1/preimp_part1/qc	Sun_Sep_28_11:49:51_2014	0.2	-10	-6	1.031	1.030	1.030	1.028	1.027	1.027	0.02	0.02	0.02	892	899	903	904	948120795	0	0	0	8	7	1	8	0	0	0	0	0	0	515867	515546	519874	79	306	6	4041	0	5	0	0	0	528201	532572	0.37	0.37	0.08	0
bip_mich_eur_sr		I550	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave1/preimp_part2/qc	Mon_Sep_29_08:10:11_2014	0.2	-10	-6	1.218	1.218	1.217	1.200	1.200	1.199	0.02	0.02	0.02	1130	1130	771	772	968416925	1	0	1	0	0	0	0	0	0	0	0	0	0	504437	504420	507391	0	1	16	2946	0	33	0	0	0	509425	512421	4.4e-07	4.4e-07	5.5e-07	0
mdd_boma_eur_sr		I550	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.066	1.066	1.067	1.054	1.054	1.055	0.02	0.02	0.02	597	597	1292	1295	950206669	0	0	0	3	0	3	3	0	0	1	1	0	0	498650	498622	498686	0	0	29	0	0	0	0	0	0	503021	503050	0	0	0	0
mdd_gsk2_eur_sr		I550	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc/pcain/qc	Fri_Sep_26_08:29:13_2014	0.2	-10	-6	1.060	1.060	1.060	1.054	1.054	1.054	0.02	0.02	0.02	931	931	865	865	931229592	0	0	0	0	0	0	0	0	0	2	2	0	0	503152	503148	503384	0	4	0	236	4	0	0	0	0	518502	518746	0.66	0.66	0.63	0
mdd_gsk1_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.068	1.068	1.071	1.061	1.061	1.064	0.02	0.02	0.02	939	943	867	871	936855276	0	0	0	3	2	1	3	5	0	2	2	0	0	503734	503443	506705	99	280	1	2963	0	3	0	0	0	518746	522008	0.57	0.65	0.67	0
mdd_pfm2_eur_sr		I550	/psych/genetics_data/ripke/pgc/mdd/preimp_redo_jj_pfi_stard_0315/qc	Tue_Mar_24_12:13:08_2015	0.2	-10	-6	1.019	1.019	1.019	1.008	1.008	1.008	0.02	0.02	0.02	281	281	820	820	350300766	0	0	0	0	0	0	0	0	0	0	0	0	0	305879	305588	305886	0	1	295	7	1115	0	1	1	0	318166	319584	0	0	0	0
mdd_i2b2_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.134	1.132	1.246	1.126	1.124	1.241	0.02	0.02	0.02	821	856	1095	1146	1138657724	20	18	2	82	33	49	139	5	0	12	12	0	0	544972	538513	574875	45	127	7115	13285	14886	20207	0	0	0	594289	649740	0	0	0	0
mdd_rage_eur_sr		I550	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.111	1.105	1.123	1.042	1.040	1.047	0.02	0.02	0.02	328	332	450	450	375591170	0	0	0	0	0	0	0	4	0	0	0	0	0	483475	478740	484071	0	2	4750	599	0	0	0	0	0	482765	488114	0	0	0	0
mdd_jjni_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/single_uploads/pharma/qc/qc	Tue_Sep_23_13:15:14_2014	0.2	-10	-6	1.107	1.107	1.107	1.063	1.063	1.063	0.02	0.02	0.02	481	481	765	765	522445308	0	0	0	0	0	0	0	0	0	0	0	0	0	415373	415162	415408	0	0	211	35	0	0	0	0	0	419298	419544	5.6e-16	7.8e-16	5.6e-16	0
mdd_rai2_eur_sr		I550	/psych/genetics_data/ripke/pgc/mdd/preimp_reqc_0914/qc	Fri_Oct__3_12:35:02_2014	0.2	-10	-6	1.060	1.060	1.060	1.010	1.010	1.010	0.02	0.02	0.02	109	109	348	348	197639704	0	0	0	0	0	0	0	0	1	0	1	0	0	427875	427875	427875	0	0	0	0	0	0	0	0	0	432472	432472	2.3e-05	2.3e-05	2.3e-05	0
mdd_jtem_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/single_uploads/pharma/qc	Tue_Sep_23_11:09:00_2014	0.2	-10	-6	1.503	1.503	1.501	1.319	1.319	1.318	0.02	0.02	0.02	538	538	771	772	549353266	1	0	1	0	0	0	0	0	0	0	0	0	0	418422	415487	418785	2	1	2954	351	0	10	5	5	0	419674	422991	0	0	5.2e-13	0
mdd_mmi1_eur_sr	x	I650	/psych/genetics_data/ripke/pgc/mdd/single_uploads/mars_0415/MARS_UNICO_100_300_550_610k/qc	Thu_Apr_16_04:10:07_2015	0.2	-10	-6	1.048	1.029	1.043	1.028	1.017	1.025	0.02	0.02	0.02	641	641	539	541	343262000	0	0	0	2	0	2	1182	0	0	0	0	0	0	302335	290377	641890	8162	8314	3700	1947	49	513572	0	0	0	290900	818443	0	0	0	0
mdd_raus_eur_sr		I550	/psych/genetics_data/ripke/pgc/mdd/preimp_collect_0914/qc	Fri_Sep_26_05:43:47_2014	0.2	-10	-6	1.046	1.046	1.025	1.013	1.013	1.007	0.02	0.02	0.02	223	223	390	392	293650907	0	0	0	2	0	2	2	0	0	0	0	0	0	477874	475584	479568	0	2	2347	528	0	1367	0	0	0	479039	483283	9.5e-07	8.1e-06	0	0
mdd_mmo1_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/mdd/single_uploads/mars_0415/MARS_UNICO_OmniExpress/qc	Thu_Apr_16_09:04:45_2015	0.2	-10	-6	1.365	1.358	1.816	1.163	1.160	1.405	0.02	0.02	0.02	303	342	853	906	721622596	17	16	1	83	39	44	121	16	0	9	9	0	0	585026	575140	626560	48	406	10210	21592	9645	23236	1	1	0	624241	689196	0	0	0	0
mdd_mmo2_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/mdd/single_uploads/mars_0415/MARS_UNICO_OmniExpress/qc/qc	Thu_Apr_16_12:06:14_2015	0.2	-10	-6	1.208	1.208	1.211	1.075	1.075	1.076	0.02	0.02	0.02	271	271	537	537	491488624	0	0	0	0	0	0	0	0	0	1	1	0	0	573104	569373	574381	0	5	3990	1320	10699	0	0	0	0	608278	624240	0	0	0	0
mdd_rot4_eur_sr		I550	/psych/genetics_data/ripke/pgc/mdd/preimp_match5_0914/qc	Fri_Sep_19_15:40:50_2014	0.2	-10	-6	0.954	0.954	0.956	0.981	0.981	0.982	0.02	0.02	0.02	247	247	1233	1235	756546400	0	0	0	2	0	2	3	0	0	1	1	0	0	491677	490859	500548	14	393	440	8102	7475	1099	0	0	0	511180	528685	0.32	0.42	0.6	0
pan_gcm6_eur_sa		I550	/psych/ripke/share/swapnil/angst_cwolf/qc	Tue_Sep_13_06:18:59_2016	0.2	-10	-6	2.021	2.021	2.021	1.053	1.053	1.053	0.02	0.02	0.02	37	37	87	87	65348372	0	0	0	0	0	0	0	0	0	0	0	0	0	524030	520154	524030	0	0	3936	0	0	0	0	0	0	527003	530939	0.41	2.3e-13	0.41	0
bas_aus1_eur_sr		I650	/psych/genetics_data/ripke/pgc/cdg/bip_scz/0215a/bip_vs_scz/preimp/qc	Sat_Jun_20_07:52:32_2015	0.2	-10	-6	1.080	1.080	1.080	1.032	1.032	1.032	0.02	0.02	0.02	509	509	329	329	411222522	0	0	0	0	0	0	0	0	0	1	1	0	0	487379	486012	487404	0	0	1390	25	0	0	0	0	0	490719	492134	3.2e-13	3.2e-12	3.2e-13	0
bip_bmau_eur_sr		I650	/psych/genetics_data/ripke/pgc/bip/boma_w2/preimp/qc	Mon_Jan_19_09:52:20_2015	0.2	-10	-6	1.009	1.009	1.011	1.005	1.005	1.006	0.02	0.02	0.02	329	330	1810	1811	1080965040	0	0	0	1	0	1	1	1	0	0	0	0	0	501259	500991	502468	0	0	268	1209	0	1	0	0	0	505360	506838	0	0	0	0
mdd_nl2p_eur_sr	x	A6.0	/psych/genetics_data/ripke/pgc/mdd/preimp_match5_0914/qc	Fri_Sep_19_15:40:50_2014	0.2	-10	-6	0.959	0.953	0.971	0.993	0.992	0.995	0.02	0.02	0.02	103	103	493	496	366025056	0	0	0	3	0	3	3	0	0	0	0	0	0	599519	595571	607083	0	434	3744	6556	0	1012	4	3	0	614136	625848	0.046	0.05	2.1e-07	0
bip_bmca_eur_sr		I650	/psych/genetics_data/ripke/pgc/bip/boma_w2/preimp/qc	Mon_Jan_19_09:52:20_2015	0.2	-10	-6	7.192	7.195	7.184	2.920	2.921	2.920	0.02	0.02	0.02	285	285	340	341	154420000	0	0	0	0	0	0	0	1	0	5	5	0	0	240846	239160	241629	0	0	1758	803	893	0	0	0	0	247072	250515	0	0	0	0
mdd_pfi1_eur_sr	x	I550	/psych/genetics_data/ripke/pgc/mdd/single_uploads/pfizer_0914/preimp/qc	Tue_Oct__7_06:38:50_2014	0.2	-10	-6	1.117	1.113	1.190	1.053	1.051	1.091	0.02	0.02	0.02	320	348	771	772	523902564	9	8	1	28	28	0	31	0	0	0	0	0	0	482104	475427	488085	8	1	6716	3368	0	2643	3	3	0	480204	492932	6.9e-15	0	0	0
bip_bmsp_eur_sr		I650	/psych/genetics_data/ripke/pgc/bip/boma_w2/preimp/qc	Mon_Jan_19_09:52:20_2015	0.2	-10	-6	1.214	1.214	1.213	1.058	1.058	1.058	0.02	0.02	0.02	253	253	291	294	179336128	0	0	0	0	0	0	0	3	0	2	2	0	0	318377	315864	319516	0	0	2600	1079	12	0	1	1	0	329662	333353	0	0	6e-15	0
mdd_qi3b_eur_sr	x	I317	/psych/genetics_data/ripke/pgc/mdd/single_uploads/qimr_0914b/qc	Tue_Sep_23_13:01:49_2014	0.2	-10	-6	1.012	1.012	1.010	1.008	1.008	1.007	0.02	0.02	0.02	903	912	545	557	423570408	0	0	0	21	9	12	21	0	0	0	0	0	0	292422	292277	293467	0	0	145	1063	0	1	0	0	0	292521	293730	0.0066	0.0042	0.0032	0
bip_fran_eur_sr		I650	/psych/genetics_data/ripke/pgc/bip/rework_0914/wave2a/qc	Sun_Sep_28_13:04:46_2014	0.2	-10	-6	1.058	1.058	1.093	1.041	1.041	1.070	0.02	0.02	0.02	452	473	1635	1806	583466764	11	0	11	191	21	170	2279	1	0	1	1	0	0	281353	279118	316562	5	242	2014	9622	36	309484	0	0	0	279572	600957	0	0	0	0
mdd_qi6c_eur_sr	x	I650	/psych/genetics_data/ripke/pgc/mdd/single_uploads/qimr_0415/qc	Mon_Apr_13_09:39:27_2015	0.2	1e-10	1e-06	0.998	0.998	1.000	0.999	0.999	1.000	0.02	0.02	0.02	499	499	590	591	528479721	0	0	0	1	0	1	1	0	0	0	0	0	0	483279	483269	483345	0	1	9	58	0	1	0	0	0	485289	485358	0.035	0.029	0.035	0
mdd_gep3_eur_sr		I650	/psych/genetics_data/ripke/pgc/mdd/preimp_reqc_0914/qc	Fri_Oct__3_12:35:02_2014	0.2	-10	-6	1.044	1.044	1.044	1.036	1.036	1.036	0.02	0.02	0.02	482	482	2852	2852	1643285258	0	0	0	0	0	0	0	0	0	0	0	0	0	490204	490204	490204	0	0	0	0	0	0	0	0	0	492887	492887	0	0	0	0
